ID Transaksi;Tanggal;Hari;Bulan;Kuartal;Tahun;Jam Transaksi;Nama Produk;Kategori; Harga Satuan ;Jumlah;Diskon (%); Total Penjualan ; HPP ; Laba Kotor ;Margin (%);Cabang;Kasir;Metode Pembayaran;Status Member;Rating Pelanggan;
TRX-0321;01/03/2023;Rabu;Maret;Q1;2023;Malam (20-22);Chitato;Snack; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp67.782,00 ; Rp28.218,00 ;29,39;Kepanjen;Siti;Kartu Debit;Non-Member;1;
TRX-0322;28/11/2024;Kamis;November;Q4;2024;Sore (16-20);Teh Botol;Minuman; Rp6.000,00 ;6;5; Rp34.200,00 ; Rp22.264,00 ; Rp11.936,00 ;34,90;Kepanjen;Agus;Voucher;Non-Member;2;
TRX-0323;22/09/2023;Jumat;September;Q3;2023;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;1;5; Rp7.600,00 ; Rp4.244,00 ; Rp3.356,00 ;44,16;Batu;Budi;QRIS;Member;3;
TRX-0324;29/10/2024;Selasa;Oktober;Q4;2024;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;20; Rp12.800,00 ; Rp8.738,00 ; Rp4.062,00 ;31,73;Malang Kota;Agus;QRIS;Member;2;
TRX-0325;16/09/2023;Sabtu;September;Q3;2023;Siang (12-16);Lip Balm Nivea;Perawatan; Rp18.000,00 ;5;5; Rp85.500,00 ; Rp60.041,00 ; Rp25.459,00 ;29,78;Singosari;Agus;Kartu Debit;Non-Member;3;
TRX-0326;24/11/2024;Minggu;November;Q4;2024;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;10; Rp50.400,00 ; Rp28.597,00 ; Rp21.803,00 ;43,26;Batu;Siti;Voucher;Non-Member;1;
TRX-0327;08/05/2024;Rabu;Mei;Q2;2024;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;5;15; Rp34.000,00 ; Rp20.579,00 ; Rp13.421,00 ;39,47;Singosari;Siti;Kartu Debit;Member;5;
TRX-0328;04/09/2023;Senin;September;Q3;2023;Sore (16-20);Susu Ultra;Minuman; Rp9.000,00 ;7;15; Rp53.550,00 ; Rp32.362,00 ; Rp21.188,00 ;39,57;Kepanjen;Rina;Kartu Kredit;Non-Member;4;
TRX-0329;19/02/2024;Senin;Februari;Q1;2024;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;10;15; Rp119.000,00 ; Rp85.574,00 ; Rp33.426,00 ;28,09;Kepanjen;Siti;QRIS;Non-Member;5;
TRX-0330;04/11/2023;Sabtu;November;Q4;2023;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;3;0; Rp33.000,00 ; Rp18.698,00 ; Rp14.302,00 ;43,34;Kepanjen;Siti;Voucher;Non-Member;1;
TRX-0331;16/08/2023;Rabu;Agustus;Q3;2023;Sore (16-20);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;5;5; Rp71.250,00 ; Rp48.733,00 ; Rp22.517,00 ;31,60;Singosari;Siti;Kartu Debit;Non-Member;1;
TRX-0332;26/04/2024;Jumat;April;Q2;2024;Malam (20-22);Susu Ultra;Minuman; Rp9.000,00 ;10;10; Rp81.000,00 ; Rp45.531,00 ; Rp35.469,00 ;43,79;Kepanjen;Dewi;Tunai;Non-Member;4;
TRX-0333;25/02/2023;Sabtu;Februari;Q1;2023;Sore (16-20);Oreo;Snack; Rp10.000,00 ;4;0; Rp40.000,00 ; Rp24.783,00 ; Rp15.217,00 ;38,04;Batu;Agus;QRIS;Member;1;
TRX-0334;14/05/2024;Selasa;Mei;Q2;2024;Siang (12-16);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;6;15; Rp76.500,00 ; Rp42.829,00 ; Rp33.671,00 ;44,01;Lawang;Siti;QRIS;Member;4;
TRX-0335;01/04/2023;Sabtu;April;Q2;2023;Pagi (08-12);Cheetos;Snack; Rp11.000,00 ;7;15; Rp65.450,00 ; Rp40.775,00 ; Rp24.675,00 ;37,70;Lawang;Agus;Kartu Kredit;Member;5;
TRX-0336;24/07/2023;Senin;Juli;Q3;2023;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;6;20; Rp38.400,00 ; Rp26.559,00 ; Rp11.841,00 ;30,84;Kepanjen;Rina;Tunai;Member;3;
TRX-0337;16/11/2023;Kamis;November;Q4;2023;Sore (16-20);Chitato;Snack; Rp12.000,00 ;7;10; Rp75.600,00 ; Rp49.146,00 ; Rp26.454,00 ;34,99;Kepanjen;Rina;Tunai;Non-Member;4;
TRX-0338;16/06/2024;Minggu;Juni;Q2;2024;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;6;5; Rp45.600,00 ; Rp31.964,00 ; Rp13.636,00 ;29,90;Kepanjen;Siti;Kartu Kredit;Member;2;
TRX-0339;18/02/2024;Minggu;Februari;Q1;2024;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;4;15; Rp20.400,00 ; Rp14.636,00 ; Rp5.764,00 ;28,25;Kepanjen;Rina;Voucher;Member;3;
TRX-0340;29/12/2024;Minggu;Desember;Q4;2024;Pagi (08-12);Kopi Kapal Api;Minuman; Rp12.000,00 ;5;20; Rp48.000,00 ; Rp30.763,00 ; Rp17.237,00 ;35,91;Malang Kota;Dewi;Tunai;Member;1;
TRX-0341;07/12/2024;Sabtu;Desember;Q4;2024;Siang (12-16);Kopi Kapal Api;Minuman; Rp12.000,00 ;8;5; Rp91.200,00 ; Rp52.076,00 ; Rp39.124,00 ;42,90;Singosari;Agus;QRIS;Member;3;
TRX-0342;06/03/2024;Rabu;Maret;Q1;2024;Pagi (08-12);Susu Ultra;Minuman; Rp9.000,00 ;5;10; Rp40.500,00 ; Rp26.445,00 ; Rp14.055,00 ;34,70;Kepanjen;Agus;Tunai;Non-Member;1;
TRX-0343;19/04/2023;Rabu;April;Q2;2023;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;10;0; Rp100.000,00 ; Rp68.225,00 ; Rp31.775,00 ;31,77;Batu;Budi;Kartu Debit;Non-Member;2;
TRX-0344;10/02/2023;Jumat;Februari;Q1;2023;Pagi (08-12);Hand Sanitizer;Perawatan; Rp12.000,00 ;4;15; Rp40.800,00 ; Rp28.912,00 ; Rp11.888,00 ;29,14;Singosari;Budi;Tunai;Member;1;
TRX-0345;10/08/2024;Sabtu;Agustus;Q3;2024;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;2;20; Rp16.000,00 ; Rp10.192,00 ; Rp5.808,00 ;36,30;Malang Kota;Siti;QRIS;Non-Member;3;
TRX-0346;20/04/2024;Sabtu;April;Q2;2024;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;3;20; Rp12.000,00 ; Rp6.680,00 ; Rp5.320,00 ;44,33;Singosari;Siti;Kartu Debit;Member;1;
TRX-0347;16/02/2023;Kamis;Februari;Q1;2023;Pagi (08-12);Teh Botol;Minuman; Rp6.000,00 ;3;0; Rp18.000,00 ; Rp10.994,00 ; Rp7.006,00 ;38,92;Lawang;Dewi;Kartu Debit;Non-Member;3;
TRX-0348;07/07/2023;Jumat;Juli;Q3;2023;Siang (12-16);Kopi Kapal Api;Minuman; Rp12.000,00 ;7;5; Rp79.800,00 ; Rp47.578,00 ; Rp32.222,00 ;40,38;Lawang;Agus;Kartu Kredit;Member;2;
TRX-0349;13/12/2024;Jumat;Desember;Q4;2024;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;2;5; Rp11.400,00 ; Rp8.036,00 ; Rp3.364,00 ;29,51;Lawang;Dewi;Kartu Kredit;Non-Member;3;
TRX-0350;18/09/2024;Rabu;September;Q3;2024;Pagi (08-12);Teh Botol;Minuman; Rp6.000,00 ;8;5; Rp45.600,00 ; Rp25.955,00 ; Rp19.645,00 ;43,08;Lawang;Agus;Tunai;Non-Member;3;
TRX-0351;13/01/2023;Jumat;Januari;Q1;2023;Pagi (08-12);Kapas Kecantikan;Perawatan; Rp8.000,00 ;10;0; Rp80.000,00 ; Rp57.299,00 ; Rp22.701,00 ;28,38;Singosari;Dewi;Voucher;Non-Member;2;
TRX-0352;08/05/2024;Rabu;Mei;Q2;2024;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;3;20; Rp52.800,00 ; Rp36.458,00 ; Rp16.342,00 ;30,95;Batu;Rina;Tunai;Non-Member;4;
TRX-0353;19/06/2023;Senin;Juni;Q2;2023;Siang (12-16);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;0; Rp72.000,00 ; Rp43.650,00 ; Rp28.350,00 ;39,38;Singosari;Rina;Voucher;Non-Member;4;
TRX-0354;29/08/2023;Selasa;Agustus;Q3;2023;Sore (16-20);Kopi Kapal Api;Minuman; Rp12.000,00 ;8;20; Rp76.800,00 ; Rp49.722,00 ; Rp27.078,00 ;35,26;Malang Kota;Agus;Kartu Kredit;Member;4;
TRX-0355;31/10/2024;Kamis;Oktober;Q4;2024;Sore (16-20);Aqua 1.5L;Minuman; Rp5.000,00 ;7;5; Rp33.250,00 ; Rp18.490,00 ; Rp14.760,00 ;44,39;Batu;Rina;Tunai;Member;4;
TRX-0356;16/12/2023;Sabtu;Desember;Q4;2023;Malam (20-22);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;4;20; Rp25.600,00 ; Rp16.058,00 ; Rp9.542,00 ;37,27;Batu;Dewi;Voucher;Non-Member;4;
TRX-0357;27/04/2023;Kamis;April;Q2;2023;Sore (16-20);Teh Botol;Minuman; Rp6.000,00 ;1;0; Rp6.000,00 ; Rp3.662,00 ; Rp2.338,00 ;38,97;Singosari;Dewi;Voucher;Member;1;
TRX-0358;18/06/2023;Minggu;Juni;Q2;2023;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;7;0; Rp70.000,00 ; Rp41.526,00 ; Rp28.474,00 ;40,68;Kepanjen;Budi;Tunai;Member;4;
TRX-0359;15/07/2023;Sabtu;Juli;Q3;2023;Malam (20-22);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;7;0; Rp56.000,00 ; Rp39.621,00 ; Rp16.379,00 ;29,25;Batu;Rina;Kartu Kredit;Member;4;
TRX-0360;05/01/2023;Kamis;Januari;Q1;2023;Siang (12-16);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;5; Rp213.750,00 ; Rp148.043,00 ; Rp65.707,00 ;30,74;Lawang;Dewi;QRIS;Member;1;
TRX-0361;01/02/2024;Kamis;Februari;Q1;2024;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;6;10; Rp43.200,00 ; Rp30.233,00 ; Rp12.967,00 ;30,02;Lawang;Dewi;QRIS;Non-Member;3;
TRX-0362;29/10/2023;Minggu;Oktober;Q4;2023;Sore (16-20);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;3;5; Rp28.500,00 ; Rp18.594,00 ; Rp9.906,00 ;34,76;Batu;Siti;Voucher;Member;2;
TRX-0363;03/08/2023;Kamis;Agustus;Q3;2023;Sore (16-20);Lip Balm Nivea;Perawatan; Rp18.000,00 ;6;15; Rp91.800,00 ; Rp52.560,00 ; Rp39.240,00 ;42,75;Kepanjen;Dewi;Voucher;Member;3;
TRX-0364;29/07/2024;Senin;Juli;Q3;2024;Pagi (08-12);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;10;15; Rp136.000,00 ; Rp91.218,00 ; Rp44.782,00 ;32,93;Batu;Siti;Kartu Kredit;Member;1;
TRX-0365;26/01/2024;Jumat;Januari;Q1;2024;Siang (12-16);Chitato;Snack; Rp12.000,00 ;1;0; Rp12.000,00 ; Rp7.145,00 ; Rp4.855,00 ;40,46;Kepanjen;Siti;Kartu Debit;Member;3;
TRX-0366;28/07/2023;Jumat;Juli;Q3;2023;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;6;20; Rp120.000,00 ; Rp75.233,00 ; Rp44.767,00 ;37,31;Batu;Dewi;QRIS;Member;5;
TRX-0367;13/12/2024;Jumat;Desember;Q4;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;7;5; Rp53.200,00 ; Rp33.027,00 ; Rp20.173,00 ;37,92;Singosari;Dewi;Tunai;Non-Member;2;
TRX-0368;27/09/2024;Jumat;September;Q3;2024;Sore (16-20);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;6;20; Rp48.000,00 ; Rp31.201,00 ; Rp16.799,00 ;35,00;Batu;Budi;QRIS;Non-Member;2;
TRX-0369;30/11/2024;Sabtu;November;Q4;2024;Sore (16-20);Teh Botol;Minuman; Rp6.000,00 ;3;15; Rp15.300,00 ; Rp9.752,00 ; Rp5.548,00 ;36,26;Lawang;Rina;Kartu Kredit;Non-Member;2;
TRX-0370;14/06/2023;Rabu;Juni;Q2;2023;Sore (16-20);Lip Balm Nivea;Perawatan; Rp18.000,00 ;1;0; Rp18.000,00 ; Rp11.327,00 ; Rp6.673,00 ;37,07;Kepanjen;Rina;QRIS;Member;5;
TRX-0371;08/11/2024;Jumat;November;Q4;2024;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;10;10; Rp198.000,00 ; Rp120.953,00 ; Rp77.047,00 ;38,91;Singosari;Dewi;QRIS;Member;5;
TRX-0372;13/06/2023;Selasa;Juni;Q2;2023;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;9;5; Rp136.800,00 ; Rp77.378,00 ; Rp59.422,00 ;43,44;Kepanjen;Budi;Kartu Debit;Non-Member;3;
TRX-0373;12/08/2023;Sabtu;Agustus;Q3;2023;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;8;10; Rp57.600,00 ; Rp39.746,00 ; Rp17.854,00 ;31,00;Malang Kota;Rina;Kartu Debit;Member;5;
TRX-0374;28/09/2024;Sabtu;September;Q3;2024;Sore (16-20);Chitato;Snack; Rp12.000,00 ;6;5; Rp68.400,00 ; Rp48.270,00 ; Rp20.130,00 ;29,43;Malang Kota;Agus;Kartu Debit;Member;5;
TRX-0375;19/01/2024;Jumat;Januari;Q1;2024;Pagi (08-12);Kapas Kecantikan;Perawatan; Rp8.000,00 ;8;5; Rp60.800,00 ; Rp33.893,00 ; Rp26.907,00 ;44,25;Kepanjen;Siti;Voucher;Member;2;
TRX-0376;04/07/2024;Kamis;Juli;Q3;2024;Siang (12-16);Pelembab Vaseline;Perawatan; Rp25.000,00 ;2;0; Rp50.000,00 ; Rp33.198,00 ; Rp16.802,00 ;33,60;Kepanjen;Agus;Tunai;Non-Member;1;
TRX-0377;03/12/2024;Selasa;Desember;Q4;2024;Siang (12-16);Chitato;Snack; Rp12.000,00 ;8;15; Rp81.600,00 ; Rp49.482,00 ; Rp32.118,00 ;39,36;Malang Kota;Rina;Tunai;Non-Member;5;
TRX-0378;14/03/2023;Selasa;Maret;Q1;2023;Pagi (08-12);Deodorant Rexona;Perawatan; Rp20.000,00 ;5;5; Rp95.000,00 ; Rp58.517,00 ; Rp36.483,00 ;38,40;Lawang;Agus;Kartu Debit;Non-Member;1;
TRX-0379;01/07/2024;Senin;Juli;Q3;2024;Pagi (08-12);Susu Ultra;Minuman; Rp9.000,00 ;2;20; Rp14.400,00 ; Rp9.746,00 ; Rp4.654,00 ;32,32;Malang Kota;Rina;Kartu Debit;Non-Member;3;
TRX-0380;13/09/2024;Jumat;September;Q3;2024;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;8;5; Rp60.800,00 ; Rp37.524,00 ; Rp23.276,00 ;38,28;Malang Kota;Agus;QRIS;Member;4;
TRX-0381;12/07/2024;Jumat;Juli;Q3;2024;Siang (12-16);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;5;15; Rp63.750,00 ; Rp44.675,00 ; Rp19.075,00 ;29,92;Singosari;Rina;Voucher;Member;1;
TRX-0382;06/01/2023;Jumat;Januari;Q1;2023;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;10; Rp50.400,00 ; Rp32.411,00 ; Rp17.989,00 ;35,69;Malang Kota;Siti;QRIS;Member;4;
TRX-0383;23/10/2024;Rabu;Oktober;Q4;2024;Siang (12-16);Deodorant Rexona;Perawatan; Rp20.000,00 ;3;0; Rp60.000,00 ; Rp35.252,00 ; Rp24.748,00 ;41,25;Singosari;Budi;Tunai;Member;5;
TRX-0384;17/04/2024;Rabu;April;Q2;2024;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;5;15; Rp106.250,00 ; Rp59.654,00 ; Rp46.596,00 ;43,86;Malang Kota;Budi;Voucher;Non-Member;3;
TRX-0385;12/05/2023;Jumat;Mei;Q2;2023;Malam (20-22);Chitato;Snack; Rp12.000,00 ;5;10; Rp54.000,00 ; Rp30.341,00 ; Rp23.659,00 ;43,81;Kepanjen;Siti;Kartu Kredit;Non-Member;5;
TRX-0386;06/11/2024;Rabu;November;Q4;2024;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;3;10; Rp48.600,00 ; Rp31.413,00 ; Rp17.187,00 ;35,36;Singosari;Agus;QRIS;Non-Member;2;
TRX-0387;15/08/2023;Selasa;Agustus;Q3;2023;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;6;0; Rp30.000,00 ; Rp19.966,00 ; Rp10.034,00 ;33,45;Singosari;Agus;Kartu Kredit;Non-Member;3;
TRX-0388;13/05/2024;Senin;Mei;Q2;2024;Siang (12-16);Pelembab Vaseline;Perawatan; Rp25.000,00 ;3;15; Rp63.750,00 ; Rp41.637,00 ; Rp22.113,00 ;34,69;Singosari;Budi;Voucher;Non-Member;1;
TRX-0389;19/03/2023;Minggu;Maret;Q1;2023;Pagi (08-12);Susu Ultra;Minuman; Rp9.000,00 ;1;20; Rp7.200,00 ; Rp4.672,00 ; Rp2.528,00 ;35,11;Lawang;Dewi;QRIS;Non-Member;5;
TRX-0390;06/07/2024;Sabtu;Juli;Q3;2024;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;6;5; Rp57.000,00 ; Rp33.514,00 ; Rp23.486,00 ;41,20;Batu;Siti;QRIS;Member;4;
TRX-0391;08/01/2024;Senin;Januari;Q1;2024;Siang (12-16);Pelembab Vaseline;Perawatan; Rp25.000,00 ;4;20; Rp80.000,00 ; Rp57.110,00 ; Rp22.890,00 ;28,61;Batu;Budi;Voucher;Non-Member;2;
TRX-0392;03/07/2023;Senin;Juli;Q3;2023;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;3;15; Rp20.400,00 ; Rp13.759,00 ; Rp6.641,00 ;32,55;Singosari;Rina;QRIS;Member;1;
TRX-0393;28/09/2023;Kamis;September;Q3;2023;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;1;15; Rp12.750,00 ; Rp7.461,00 ; Rp5.289,00 ;41,48;Singosari;Agus;Kartu Kredit;Member;1;
TRX-0394;26/10/2024;Sabtu;Oktober;Q4;2024;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;9;15; Rp61.200,00 ; Rp42.292,00 ; Rp18.908,00 ;30,90;Singosari;Dewi;Voucher;Non-Member;4;
TRX-0395;10/01/2024;Rabu;Januari;Q1;2024;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;0; Rp225.000,00 ; Rp138.145,00 ; Rp86.855,00 ;38,60;Kepanjen;Dewi;Kartu Kredit;Non-Member;4;
TRX-0396;08/05/2024;Rabu;Mei;Q2;2024;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;0; Rp225.000,00 ; Rp140.576,00 ; Rp84.424,00 ;37,52;Kepanjen;Rina;Voucher;Member;2;
TRX-0397;11/07/2023;Selasa;Juli;Q3;2023;Pagi (08-12);Qtela;Snack; Rp14.000,00 ;10;15; Rp119.000,00 ; Rp81.977,00 ; Rp37.023,00 ;31,11;Kepanjen;Agus;Kartu Debit;Non-Member;4;
TRX-0398;05/05/2024;Minggu;Mei;Q2;2024;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;3;15; Rp28.050,00 ; Rp19.401,00 ; Rp8.649,00 ;30,83;Malang Kota;Budi;Tunai;Member;2;
TRX-0399;06/10/2024;Minggu;Oktober;Q4;2024;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;10;0; Rp250.000,00 ; Rp139.876,00 ; Rp110.124,00 ;44,05;Singosari;Budi;Voucher;Member;3;
TRX-0400;29/03/2023;Rabu;Maret;Q1;2023;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;10;5; Rp33.250,00 ; Rp23.190,00 ; Rp10.060,00 ;30,26;Kepanjen;Budi;Kartu Kredit;Member;5;
TRX-0401;06/11/2024;Rabu;November;Q4;2024;Pagi (08-12);Lip Balm Nivea;Perawatan; Rp18.000,00 ;3;15; Rp45.900,00 ; Rp30.595,00 ; Rp15.305,00 ;33,34;Lawang;Dewi;Voucher;Member;4;
TRX-0402;30/01/2024;Selasa;Januari;Q1;2024;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;1;0; Rp12.000,00 ; Rp7.666,00 ; Rp4.334,00 ;36,12;Batu;Agus;QRIS;Member;4;
TRX-0403;21/09/2024;Sabtu;September;Q3;2024;Pagi (08-12);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;10; Rp202.500,00 ; Rp137.276,00 ; Rp65.224,00 ;32,21;Malang Kota;Agus;QRIS;Non-Member;5;
TRX-0404;06/03/2024;Rabu;Maret;Q1;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;9;5; Rp68.400,00 ; Rp40.288,00 ; Rp28.112,00 ;41,10;Lawang;Agus;Kartu Debit;Non-Member;2;
TRX-0405;18/09/2023;Senin;September;Q3;2023;Siang (12-16);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;2;0; Rp20.000,00 ; Rp13.034,00 ; Rp6.966,00 ;34,83;Batu;Agus;Kartu Debit;Member;1;
TRX-0406;14/08/2024;Rabu;Agustus;Q3;2024;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;0; Rp225.000,00 ; Rp138.095,00 ; Rp86.905,00 ;38,62;Kepanjen;Siti;Kartu Kredit;Member;2;
TRX-0407;12/03/2024;Selasa;Maret;Q1;2024;Sore (16-20);Lip Balm Nivea;Perawatan; Rp18.000,00 ;5;20; Rp72.000,00 ; Rp46.162,00 ; Rp25.838,00 ;35,89;Batu;Siti;Voucher;Non-Member;2;
TRX-0408;28/02/2024;Rabu;Februari;Q1;2024;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;8;0; Rp64.000,00 ; Rp39.228,00 ; Rp24.772,00 ;38,71;Batu;Agus;Kartu Debit;Non-Member;4;
TRX-0409;22/05/2023;Senin;Mei;Q2;2023;Malam (20-22);Teh Botol;Minuman; Rp6.000,00 ;8;20; Rp38.400,00 ; Rp25.685,00 ; Rp12.715,00 ;33,11;Kepanjen;Rina;QRIS;Non-Member;5;
TRX-0410;20/09/2024;Jumat;September;Q3;2024;Malam (20-22);Teh Botol;Minuman; Rp6.000,00 ;7;15; Rp35.700,00 ; Rp19.667,00 ; Rp16.033,00 ;44,91;Malang Kota;Budi;Kartu Kredit;Member;1;
TRX-0411;27/09/2023;Rabu;September;Q3;2023;Sore (16-20);Qtela;Snack; Rp14.000,00 ;2;10; Rp25.200,00 ; Rp14.022,00 ; Rp11.178,00 ;44,36;Lawang;Agus;Voucher;Member;2;
TRX-0412;17/10/2024;Kamis;Oktober;Q4;2024;Pagi (08-12);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;1;0; Rp28.000,00 ; Rp19.449,00 ; Rp8.551,00 ;30,54;Batu;Siti;QRIS;Member;5;
TRX-0413;23/06/2023;Jumat;Juni;Q2;2023;Malam (20-22);Pocari Sweat;Minuman; Rp8.000,00 ;4;15; Rp27.200,00 ; Rp14.961,00 ; Rp12.239,00 ;45,00;Kepanjen;Rina;Kartu Debit;Non-Member;4;
TRX-0414;20/02/2024;Selasa;Februari;Q1;2024;Sore (16-20);Deodorant Rexona;Perawatan; Rp20.000,00 ;9;0; Rp180.000,00 ; Rp121.550,00 ; Rp58.450,00 ;32,47;Malang Kota;Rina;Voucher;Non-Member;3;
TRX-0415;11/10/2023;Rabu;Oktober;Q4;2023;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;4;5; Rp41.800,00 ; Rp29.597,00 ; Rp12.203,00 ;29,19;Batu;Rina;Kartu Debit;Non-Member;5;
TRX-0416;20/04/2023;Kamis;April;Q2;2023;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;0; Rp225.000,00 ; Rp136.754,00 ; Rp88.246,00 ;39,22;Malang Kota;Dewi;Kartu Debit;Non-Member;4;
TRX-0417;30/07/2024;Selasa;Juli;Q3;2024;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;6;20; Rp48.000,00 ; Rp30.144,00 ; Rp17.856,00 ;37,20;Lawang;Dewi;Tunai;Member;3;
TRX-0418;11/03/2023;Sabtu;Maret;Q1;2023;Pagi (08-12);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;4;20; Rp32.000,00 ; Rp19.318,00 ; Rp12.682,00 ;39,63;Singosari;Dewi;Voucher;Non-Member;2;
TRX-0419;22/10/2023;Minggu;Oktober;Q4;2023;Sore (16-20);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;0; Rp72.000,00 ; Rp46.388,00 ; Rp25.612,00 ;35,57;Kepanjen;Agus;Kartu Debit;Member;5;
TRX-0420;03/10/2023;Selasa;Oktober;Q4;2023;Siang (12-16);Oreo;Snack; Rp10.000,00 ;8;15; Rp68.000,00 ; Rp39.708,00 ; Rp28.292,00 ;41,61;Kepanjen;Siti;QRIS;Member;2;
TRX-0421;25/09/2024;Rabu;September;Q3;2024;Pagi (08-12);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;2;0; Rp30.000,00 ; Rp21.193,00 ; Rp8.807,00 ;29,36;Lawang;Dewi;Tunai;Non-Member;3;
TRX-0422;27/09/2024;Jumat;September;Q3;2024;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;10;20; Rp176.000,00 ; Rp105.020,00 ; Rp70.980,00 ;40,33;Kepanjen;Dewi;Kartu Debit;Member;5;
TRX-0423;12/05/2023;Jumat;Mei;Q2;2023;Malam (20-22);Susu Ultra;Minuman; Rp9.000,00 ;7;5; Rp59.850,00 ; Rp42.478,00 ; Rp17.372,00 ;29,03;Malang Kota;Dewi;Kartu Debit;Member;4;
TRX-0424;04/05/2023;Kamis;Mei;Q2;2023;Pagi (08-12);Hand Sanitizer;Perawatan; Rp12.000,00 ;6;15; Rp61.200,00 ; Rp33.748,00 ; Rp27.452,00 ;44,86;Kepanjen;Agus;Voucher;Non-Member;3;
TRX-0425;19/09/2024;Kamis;September;Q3;2024;Sore (16-20);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;9;0; Rp135.000,00 ; Rp79.692,00 ; Rp55.308,00 ;40,97;Lawang;Dewi;Kartu Debit;Member;4;
TRX-0426;10/03/2024;Minggu;Maret;Q1;2024;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;6;0; Rp21.000,00 ; Rp14.600,00 ; Rp6.400,00 ;30,48;Singosari;Agus;QRIS;Member;1;
TRX-0427;04/10/2023;Rabu;Oktober;Q4;2023;Pagi (08-12);Cheetos;Snack; Rp11.000,00 ;7;20; Rp61.600,00 ; Rp37.869,00 ; Rp23.731,00 ;38,52;Kepanjen;Budi;Kartu Kredit;Member;4;
